original_title,genres,popularity,vote_average,vote_count,runtime,release_year
The Twilight Saga: Eclipse,Adventure|Fantasy|Drama|Romance,1.546212,5.9,1331,124,2010
Megamind,Animation|Action|Comedy|Family|Science Fiction,1.540322,6.6,1190,95,2010
The Last Airbender,Action|Adventure|Family|Fantasy,1.538276,4.7,732,103,2010
The Other Guys,Action|Comedy|Crime,1.419224,6.1,951,107,2010
30 Days of Night: Dark Days,Horror|Thriller,1.402935,4.8,74,92,2010
Insidious,Horror|Thriller,1.396973,6.7,999,103,2010
Step Up 3D,Drama|Romance,1.386743,6.5,365,107,2010
The King's Speech,Drama|History,1.385499,7.4,1688,118,2010
Love & Other Drugs,Drama|Comedy|Romance,1.365279,6.5,756,112,2010
The Way Back,Drama|Adventure|History,1.36053,6.7,246,133,2010
Repo Men,Action|Science Fiction|Thriller|Crime,1.348633,6.1,375,111,2010
Last Night,Drama|Romance,1.344701,6.1,150,90,2010
Knight and Day,Action|Comedy,1.325302,5.9,1045,109,2010
Undisputed III: Redemption,Action|Thriller,1.302132,7.4,87,96,2010
Eat Pray Love,Drama,1.271623,5.7,407,133,2010
Blue Valentine,Drama|Romance,1.271367,6.9,530,112,2010
The Bounty Hunter,Action,1.255298,5.5,553,110,2010
Leap Year,Romance|Comedy,1.2347,6.3,283,100,2010
Green Zone,Action|Adventure|Drama|Thriller,1.206958,6.3,445,115,2010
Gulliver's Travels,Comedy,1.203837,5.0,375,85,2010
The Back-Up Plan,Comedy|Romance,1.202845,5.7,290,106,2010
Charlie St. Cloud,Drama,1.166631,6.8,324,99,2010
The Switch,Comedy|Romance|Drama,1.147365,5.8,388,101,2010
The Runaways,Drama|Music,1.14644,6.3,133,106,2010
Valentine's Day,Comedy|Romance,1.145806,5.6,675,125,2010
Don't Be Afraid of the Dark,Fantasy|Horror|Thriller,1.138389,5.4,186,99,2010
Tinker Bell and the Great Fairy Rescue,Animation|Adventure|Family|Fantasy,1.137934,6.3,138,76,2010
Saw 3D,Horror|Crime,1.134397,5.8,397,90,2010
The Karate Kid,Action|Adventure|Drama|Family,1.125831,6.1,1019,140,2010
Due Date,Comedy|Drama,1.119731,6.2,1015,95,2010
Wild Target,Action|Comedy,1.111487,6.1,101,98,2010
From Paris with Love,Action|Crime|Thriller,1.107689,6.1,432,92,2010
The Ghost Writer,Thriller|Mystery,1.107358,6.5,357,128,2010
It's Kind of a Funny Story,Comedy|Drama,1.084894,6.9,364,101,2010
The Next Three Days,Romance|Drama|Thriller|Crime,1.078211,6.8,570,133,2010
A Nightmare on Elm Street,Horror|Mystery|Thriller,1.074308,5.5,423,95,2010
The Losers,Action|Adventure|Crime|Mystery|Thriller,1.065023,6.2,298,97,2010
The Fighter,Drama,1.054685,7.1,965,116,2010
Get Him to the Greek,Comedy,1.047978,5.9,359,109,2010
Tucker and Dale vs Evil,Comedy|Horror,1.046994,7.2,457,89,2010
Jonah Hex,Action|Western|Drama|Fantasy|Thriller,1.023117,4.4,252,80,2010
Arthur 3: la guerre des deux mondes,Animation|Adventure|Fantasy|Family,1.010874,5.3,185,101,2010
Stomp the Yard 2: Homecoming,Drama|Music,1.009826,5.4,19,90,2010
My Name Is Khan,Drama|Romance,1.008796,7.6,140,145,2010
Vampires Suck,Horror|Comedy,1.004446,4.3,177,82,2010
Inside Job,Documentary,1.003782,7.6,171,109,2010
Killers,Action|Comedy|Thriller|Romance,0.997641,5.7,530,100,2010
Legion,Horror,0.992107,5.0,376,100,2010
13,Drama|Thriller,0.988366,5.9,135,97,2010
Sex and the City 2,Comedy|Drama|Romance,0.984762,5.5,275,146,2010
You Again,Comedy|Romance,0.982925,6.0,213,105,2010
Nanny McPhee and the Big Bang,Fantasy|Comedy,0.981468,6.0,228,109,2010
Hot Tub Time Machine,Science Fiction|Comedy|Adventure,0.944055,5.9,550,101,2010
The Experiment,Thriller|Drama,0.932529,6.6,143,120,2010
Let Me In,Drama|Horror|Mystery,0.919635,6.6,353,116,2010
Flipped,Comedy|Drama|Romance,0.918093,7.2,259,90,2010
Legend of the Guardians: The Owls of Ga'Hoole,Animation|Adventure|Family|Fantasy,0.914278,6.5,471,97,2010
Takers,Action|Crime|Drama|Thriller,0.912689,6.1,248,107,2010
Burlesque,Drama|Romance,0.912122,6.8,341,119,2010
The Company Men,Drama,0.892356,6.4,133,104,2010
Going the Distance,Comedy|Drama|Romance,0.878529,6.0,172,102,2010
Faster,Crime|Drama|Action|Thriller,0.878074,6.2,360,98,2010
La Rafle,Drama|History|War,0.876654,7.3,182,115,2010
Paranormal Activity 2,Horror|Thriller,0.875432,5.7,421,91,2010
Never Let Me Go,Drama|Romance|Science Fiction,0.856916,6.7,414,104,2010
Batman: Under the Red Hood,Action|Animation,0.856837,7.6,272,75,2010
The American,Crime|Drama|Thriller,0.856222,5.6,290,104,2010
Kung Fu Panda Holiday,Animation|Family,0.84783,6.7,28,21,2010
Cop Out,Action|Comedy|Crime,0.839107,5.5,310,107,2010
Mother's Day,Crime|Drama|Horror|Thriller,0.837064,6.2,51,112,2010
Monsters,Drama|Thriller|Science Fiction,0.827664,6.3,328,94,2010
The Way,Adventure|Comedy|Drama,0.826116,7.2,93,128,2010
Life as We Know It,Comedy|Romance|Drama,0.82289,6.5,516,115,2010
Centurion,Drama|Action|Thriller,0.804348,5.7,198,97,2010
Beginners,Drama|Romance|Comedy,0.802711,6.8,204,105,2010
Minions: Home Makeover,Animation|Comedy|Family,0.79882,7.1,54,5,2010
AÃ±o bisiesto,Drama|Comedy|Romance,0.795707,4.7,13,94,2010
Shelter,Horror|Mystery|Thriller,0.794885,5.5,112,112,2010
Stone,Drama,0.791799,4.9,97,105,2010
Diary of a Wimpy Kid,Comedy|Family,0.789582,5.8,190,94,2010
I Spit on Your Grave,Thriller|Crime|Horror,0.788144,6.2,269,108,2010
Piranha 3D,Comedy|Horror,0.78688,5.2,306,88,2010
Morning Glory,Comedy|Drama|Romance,0.77844,6.1,246,102,2010
Conviction,Drama,0.773316,7.0,87,107,2010
The Nutcracker: The Untold Story,Fantasy|Action|Family,0.764791,5.8,28,110,2010
The Last Exorcism,Horror|Drama|Thriller,0.761889,5.4,179,87,2010
Tooth Fairy,Comedy|Family|Fantasy,0.756229,5.2,282,101,2010
Beauty & the Briefcase,Romance|Comedy,0.754526,5.1,90,83,2010
Fair Game,Drama|Thriller,0.754168,6.4,129,108,2010
The Ward,Horror|Thriller,0.745434,5.9,166,88,2010
Planet Hulk,Animation|Action|Science Fiction,0.744585,6.6,59,81,2010
Buried,Drama|Thriller|Mystery,0.740867,6.5,458,94,2010
Dinner for Schmucks,Comedy,0.73988,5.4,324,114,2010
When in Rome,Fantasy|Comedy|Romance,0.733947,5.7,249,91,2010
Game of Death,Adventure|Action|Thriller,0.698694,4.6,25,98,2010
Waiting for Forever,Drama|Romance,0.693664,5.8,81,94,2010
The Kids Are All Right,Comedy|Drama,0.68633,6.4,280,106,2010
The Search for Santa Paws,Adventure,0.674413,5.7,18,89,2010
Skyline,Science Fiction,0.671484,4.7,304,100,2010
The Debt,Drama|Thriller,0.670027,6.1,147,113,2010
Sammy's avonturen: De geheime doorgang,Animation|Family,0.669106,5.8,91,88,2010
Get Low,Comedy|Drama|Mystery,0.661465,5.9,41,103,2010
Unthinkable,Action|Adventure|Drama|Thriller,0.659899,6.5,237,97,2010
Winter's Bone,Drama,0.659749,6.7,289,100,2010
Gainsbourg (vie hÃ©roÃ¯que),Drama,0.658786,6.9,57,130,2010
Ca$h,Crime|Thriller|Comedy,0.655955,5.8,33,108,2010
Cats & Dogs 2 : The Revenge of Kitty Galore,Comedy|Family,0.655878,5.0,60,82,2010
Camp Rock 2: The Final Jam,TV Movie|Drama|Comedy|Music|Romance,0.6538,5.5,185,97,2010
MacGruber,Action|Adventure|Comedy,0.64929,5.2,95,90,2010
Ramona and Beezus,Comedy|Family,0.648081,6.2,158,103,2010
The Wolfman,Horror|Thriller|Drama,0.642475,5.4,299,102,2010
Greenberg,Comedy|Drama|Romance,0.642315,5.9,72,107,2010
How Do You Know,Comedy|Drama|Romance,0.640576,4.9,136,121,2010
Jackass 3D,Comedy|Documentary|Action,0.640516,6.5,302,94,2010
Minions: Banana,Animation|Comedy|Family,0.63509,7.2,113,4,2010
Avalon High,Drama|Family|Fantasy,0.631665,5.7,89,60,2010
Senna,Documentary,0.629432,8.0,178,106,2010
Nude Nuns With Big Guns,Thriller|Action|Comedy,0.62808,3.6,22,90,2010
Rubber,Comedy|Drama|Fantasy|Horror|Mystery,0.619772,5.6,140,85,2010
Sinners and Saints,Action|Thriller|Crime,0.619551,5.3,16,104,2010
The Spy Next Door,Action|Comedy|Family,0.618078,5.4,210,94,2010
She's Out of My League,Comedy|Romance,0.61643,5.9,318,104,2010
Black Death,Drama|Horror|Action|Thriller|Mystery,0.611978,5.6,107,102,2010
All Good Things,Drama|Mystery|Thriller|Crime|Romance,0.608691,5.9,192,101,2010
Henry's Crime,Action|Comedy|Thriller,0.602854,5.8,49,108,2010
The Killer Inside Me,Crime|Drama|Thriller,0.602017,6.1,88,109,2010
London Boulevard,Drama|Crime,0.599676,5.5,151,103,2010
Hereafter,Drama|Fantasy,0.598275,5.5,279,129,2010
Gun,Action|Thriller,0.598083,5.1,20,81,2010
My Soul to Take,Drama|Horror|Mystery|Thriller,0.597254,5.2,75,107,2010
TEKKEN,Crime|Drama|Action|Thriller|Science Fiction,0.59643,5.0,110,92,2010
The Conspirator,Crime|Drama|History,0.591206,5.9,78,122,2010
The Heavy,Action|Adventure|Foreign|Thriller,0.583302,4.8,10,102,2010
Death at a Funeral,Comedy,0.579188,5.7,134,92,2010
Mirrors 2,Horror|Mystery|Thriller,0.576838,5.4,66,86,2010
Crazy on the Outside,Comedy|Romance,0.569318,5.6,14,136,2010
Hesher,Drama,0.564203,6.2,104,106,2010
Animal Kingdom,Drama|Thriller|Crime,0.554061,6.7,117,113,2010
Marmaduke,Family|Comedy,0.552065,4.9,75,87,2010
Cave of Forgotten Dreams,Documentary|Family,0.550709,7.1,32,90,2010
Jack Goes Boating,Comedy|Drama|Romance,0.548639,6.0,22,89,2010
Red Hill,Action|Thriller|Western,0.545277,6.1,23,97,2010
Frozen,Thriller,0.538392,5.8,322,93,2010
Wall Street: Money Never Sleeps,Drama|Crime,0.535535,5.8,325,133,2010
The Whistleblower,Drama|Thriller|Crime,0.534678,6.7,75,112,2010
Legend of the BoneKnapper Dragon,TV Movie|Animation|Fantasy,0.534572,6.5,42,16,2010
Please Give,Comedy|Drama,0.534468,5.6,24,90,2010
Carlos,Crime|Drama|Thriller|History,0.534192,6.2,35,338,2010
Jack and the Beanstalk,Adventure|Comedy|Family|Fantasy,0.534144,6.3,15,94,2010
Shanghai,Drama|Mystery|Romance,0.532098,6.0,28,105,2010
The Bang Bang Club,Drama|Romance,0.528989,6.7,33,106,2010
Wrecked,Thriller|Mystery,0.524061,5.3,54,91,2010
The Tortured,Horror,0.523187,5.6,22,79,2010
The Last Song,Drama|Family|Romance,0.518174,6.8,529,107,2010
The Human Centipede 2 (Full Sequence),Drama|Horror|Crime,0.516644,4.7,159,91,2010
Another Year,Comedy|Drama,0.514465,6.7,46,129,2010
Barbie: A Fashion Fairytale,Family|Animation,0.514385,6.5,31,79,2010
Everything Must Go,Comedy|Drama|Romance,0.513857,5.8,111,97,2010
Sherlock Holmes,Fantasy|Drama|Horror|Action|Thriller,0.513524,5.5,35,89,2010
The Crazies,Mystery|Horror|Action,0.512957,6.1,320,101,2010
Chatroom,Drama|Thriller,0.51097,5.9,65,97,2010
The Client List,Drama,0.507471,5.2,25,88,2010
í¬í™” ì†ìœ¼ë¡œ,War,0.507092,6.9,21,120,2010
Rabbit Hole,Drama,0.498635,6.6,73,91,2010
Somewhere,Drama,0.49843,6.2,120,98,2010
Alpha and Omega,Family|Animation,0.495162,5.5,84,88,2010
You Will Meet a Tall Dark Stranger,Comedy|Drama|Romance,0.493121,5.8,131,98,2010
You Don't Know Jack,Drama,0.493069,6.7,49,134,2010
Scooby-Doo! Curse of the Lake Monster,Mystery|Fantasy|Comedy|Adventure,0.490141,5.0,31,79,2010
Open Season 3,Animation|Family|Comedy,0.484243,5.3,64,75,2010
Dog Pound,Drama,0.478118,7.7,53,91,2010
16 Wishes,Fantasy|Drama|Family,0.47421,5.4,162,90,2010
StarStruck,Comedy|Romance|TV Movie,0.473513,6.0,112,90,2010
Operation: Endgame,Adventure|Action|Comedy|Thriller,0.470522,5.4,33,82,2010
Yogi Bear,Comedy|Family|Animation|Adventure,0.470249,5.1,146,80,2010
Flicka 2,Adventure,0.460457,6.0,13,96,2010
Friendship!,Comedy,0.460154,7.0,33,110,2010
StreetDance 3D,Drama,0.455662,5.8,54,98,2010
Scared Shrekless,Animation|Comedy,0.449761,6.4,49,21,2010
The 41â€“Yearâ€“Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Comedy,0.448095,3.2,17,82,2010
Just Wright,Comedy|Drama|Romance,0.44737,6.0,70,100,2010
Superman/Batman: Apocalypse,Animation|Action|Adventure,0.444944,7.0,95,78,2010
Super,Comedy|Action|Drama,0.443893,6.6,211,96,2010
The Tempest,Fantasy|Drama,0.443807,6.1,16,110,2010
PiÃ¨ce MontÃ©e,Comedy,0.443437,5.4,10,93,2010
Burning Palms,Comedy|Drama|Family,0.442823,5.5,11,112,2010
Sound of Noise,Comedy,0.442301,7.2,29,102,2010
Bloomington,Drama|Romance,0.426522,6.1,23,83,2010
Womb,Romance|Science Fiction,0.424197,5.6,40,111,2010
Donkey's Christmas Shrektacular,Fantasy|Animation|Drama|Comedy|Science Fiction,0.423663,5.1,14,8,2010
My Girlfriend's Boyfriend,Comedy|Romance,0.423512,6.0,31,84,2010
Every Day,Drama|Comedy|Romance,0.422828,4.5,19,93,2010
Sintel,Animation|Fantasy,0.609669,7.6,51,14,2010
BloodRayne: The Third Reich,Action|Adventure|Fantasy|Horror,0.417035,3.6,38,79,2010
Firebreather,Adventure|Fantasy|Animation|Action|Thriller,0.416714,6.0,19,90,2010
Going Postal,Fantasy|Comedy|Science Fiction,0.410128,6.5,36,182,2010
Superman/Shazam!: The Return of Black Adam,Animation|Action,0.23283,7.0,46,22,2010
Titanic II,Action|Adventure|Thriller,0.407787,2.7,32,90,2010
Country Strong,Drama|Romance,0.406941,5.9,49,117,2010
YellowBrickRoad,Horror|Thriller,0.401176,5.0,22,99,2010
Justice League: Crisis on Two Earths,Action|Adventure|Animation,0.400305,7.1,79,75,2010
Exit Through the Gift Shop,Documentary,0.397548,7.7,200,87,2010
Mr. Nice,Crime|Drama|Comedy,0.39567,6.2,33,121,2010
Kongen av BastÃ¸y,Drama|Action,0.393778,6.6,32,120,2010
"Tomorrow, When the War Began",Action|Adventure|Drama,0.393626,6.5,112,103,2010
Sint,Horror|Comedy,0.390858,4.7,25,85,2010
Into the Universe with Stephen Hawking,Documentary,0.389123,7.0,15,86,2010
GÃ´ruden suranbÃ¢,Action|Comedy|Drama|Mystery|Thriller,0.385532,7.3,11,139,2010
And Soon the Darkness,Horror|Thriller|Crime|Mystery,0.385303,5.1,54,91,2010
Lottery Ticket,Comedy,0.379104,5.8,30,99,2010
The Pillars of the Earth,Drama|History|Romance,0.082894,7.3,22,421,2010
Extraordinary Measures,Drama,0.375979,5.8,44,105,2010
Family Guy Presents: It's a Trap!,Animation|Fantasy|Comedy|Science Fiction,0.374797,7.0,89,56,2010
Devil,Horror|Mystery|Thriller,0.368927,5.6,433,80,2010
Kaboom,Science Fiction|Comedy|Mystery,0.368374,5.3,68,86,2010
Welcome to the Rileys,Drama,0.364652,6.3,80,110,2010
Boy Wonder,Action|Crime|Drama|Thriller,0.361861,5.8,26,93,2010
HÃ¦vnen,Drama,0.359688,7.1,60,119,2010
Sundays at Tiffany's,Drama|Romance,0.359543,6.0,16,88,2010
Day & Night,Animation|Adventure|Comedy|Family|Fantasy,0.356462,7.6,179,6,2010
Cyrus,Comedy|Drama|Romance,0.348945,6.1,75,91,2010
Smokin' Aces 2: Assassins' Ball,Action|Comedy|Crime|Thriller,0.346981,5.4,53,86,2010
Daydream Nation,Drama|Romance,0.346631,5.7,35,98,2010
Atrocious,Horror|Thriller,0.345663,4.8,24,75,2010
The Bunny Game,Horror,0.189991,4.8,11,76,2010
Inception: The Cobol Job,Animation|Action|Thriller|Science Fiction,0.34123,7.3,177,15,2010
Happy People: A Year in the Taiga,Documentary,0.340855,7.1,22,94,2010
Our Family Wedding,Comedy,0.312595,5.9,26,103,2010
ì˜í˜•ì œ,Drama|Thriller|Foreign,0.146543,6.3,10,116,2010
"Ultramarines: A Warhammer 40,000 Movie",Animation|Science Fiction,0.335013,5.5,15,76,2010
Double Wedding,Comedy|Drama|Romance,0.334115,5.3,12,87,2010
Halo Legends,Action|Animation|Science Fiction,0.332904,7.2,19,93,2010
Free Willy: Escape From Pirate's Cove,Action|Adventure|Drama|Family,0.331978,5.1,22,75,2010
Barney's Version,Comedy|Drama,0.328667,6.9,70,134,2010
Frankie & Alice,Drama|Thriller,0.32716,5.7,14,101,2010
The People vs. George Lucas,Documentary,0.255051,5.9,19,93,2010
Edge of Darkness,Crime|Drama|Mystery|Thriller,0.3261,6.0,276,117,2010
Altitude,Horror|Action|Thriller|Science Fiction,0.321863,4.8,36,90,2010
The Reef,Drama|Horror|Thriller,0.321694,5.3,59,94,2010
The Clinic,Mystery|Horror|Thriller|Crime,0.326168,5.1,25,94,2010
En ganske snill mann,Comedy|Crime|Drama,0.319013,6.3,14,103,2010
4.3.2.1,Action|Thriller|Crime|Romance,0.318587,5.9,37,117,2010
Dirty Girl,Drama|Comedy,0.315527,6.2,36,90,2010
The Tree,Drama,0.312322,6.7,23,100,2010
Bereavement,Crime|Horror|Mystery,0.309807,5.9,12,103,2010
Minions: Orientation Day,Animation|Comedy|Family,0.308417,7.0,79,4,2010
The Chosen One,Comedy,0.307351,5.1,10,101,2010
Catfish,Documentary,0.346071,6.4,125,87,2010
Furry Vengeance,Comedy,0.302377,4.7,75,92,2010
Casino Jack,Crime|Comedy|Drama,0.301054,6.0,43,108,2010
Kites,Drama|Action|Romance,0.300283,5.8,30,131,2010
Quantum Apocalypse,TV Movie|Science Fiction,0.297737,3.3,11,93,2010
Hatchet II,Horror|Comedy|Thriller,0.29666,5.1,42,89,2010
The First Grader,Romance|Drama,0.287095,5.5,16,103,2010
The Pacific,War|Drama|Action|Adventure|History,0.757082,7.8,183,540,2010
Chun sing gai bei,Action|Thriller|Science Fiction|Foreign,0.289545,5.0,11,110,2010
Lake Placid 3,Horror|Action|Science Fiction|Thriller,0.289469,3.3,16,93,2010
The Myth of the American Sleepover,Romance|Comedy|Drama,0.289022,6.3,18,93,2010
Harriet the Spy: Blog Wars,Comedy|Drama|Family|TV Movie,0.286433,4.1,25,90,2010
Brotherhood,Drama|Action|Thriller,0.285687,6.0,13,79,2010
Dylan Dog: Dead of Night,Action|Comedy|Horror|Mystery|Science Fiction,0.283241,4.9,69,107,2010
Scott Pilgrim vs. the Animation,TV Movie|Animation|Adventure,0.281852,7.7,19,4,2010
Ben Hur,Family|History|Action|Drama,0.279938,6.4,14,184,2010
Road Train,Horror|Thriller|Science Fiction,0.278689,3.2,14,90,2010
Lying to Be Perfect,Comedy,0.278268,5.8,23,89,2010
Third Star,Drama,0.276859,7.1,18,92,2010
Milf,Comedy,0.494214,3.9,11,88,2010
Howl,Drama,0.275607,6.8,45,84,2010
Freakonomics,Documentary,0.27519,6.7,25,93,2010
Tiny Furniture,Comedy,0.271442,5.8,29,99,2010
The Perfect Game,Drama|Family,0.271381,5.7,12,118,2010
Happythankyoumoreplease,Comedy|Romance,0.269283,6.4,51,100,2010
Scrat's Continental Crack-Up,Animation,0.26795,7.1,20,3,2010
The Prince & Me 4: The Elephant Adventure,Comedy|Romance,0.265649,5.8,14,90,2010
Jesse Stone: No Remorse,Drama|Thriller|Crime|Mystery,0.284327,5.9,10,87,2010
Dead Space: Aftermath,Animation|Horror|Science Fiction,0.260669,5.7,19,85,2010
Prowl,Horror|Thriller,0.259649,4.2,17,81,2010
Stake Land,Drama|Horror|Action|Thriller|Science Fiction,0.2596,6.2,143,98,2010
DC Showcase: Jonah Hex,Animation|Action|Western,0.257311,6.0,11,12,2010
Super Hybrid,Horror,0.256392,3.5,14,95,2010
Bill Burr: Let It Go,Comedy,0.247732,8.0,12,65,2010
Red White & Blue,Drama|Thriller,0.162356,5.7,13,102,2010
Pregnancy Pact,Drama,0.252021,4.5,26,87,2010
Restrepo,Documentary|War,0.187905,7.1,78,93,2010
The Warrior's Way,Adventure|Fantasy|Action|Western|Thriller,0.25054,6.4,74,100,2010
Hubble 3D,Documentary,0.377897,6.5,31,44,2010
Burke & Hare,Comedy|Thriller,0.246578,6.0,75,91,2010
Abandoned,Drama|Mystery|Thriller,0.245627,4.8,23,93,2010
Beautiful Boy,Drama,0.245438,5.9,13,100,2010
Scooby-Doo! Abracadabra-Doo,Animation|Comedy|Family|Mystery,0.244947,6.4,12,75,2010
Space Chimps 2: Zartog Strikes Back,Animation|Family,0.2448,5.0,17,76,2010
Lost Boys: The Thirst,Action|Adventure|Comedy,0.243848,5.3,26,81,2010
Elektra Luxx,Action|Comedy|Drama,0.559371,4.2,23,98,2010
The Traveler,Horror|Thriller,0.241802,6.0,10,96,2010
Inhale,Drama|Action|Thriller,0.241541,5.9,21,100,2010
Four Lions,Comedy|Crime|Drama,0.240403,7.0,262,101,2010
Les 7 jours du talion,Drama|Horror|Thriller,0.237797,6.3,23,105,2010
Beneath Hill 60,Drama|History|War,0.280412,7.6,28,122,2010
2010: Moby Dick,Action|Adventure|Drama|Horror|Science Fiction,0.234574,2.5,17,87,2010
Brighton Rock,Drama|Thriller|Crime,0.408233,5.4,22,111,2010
X,Action|Thriller|Romance,0.230821,5.3,20,90,2010
Exorcismus,Foreign|Horror|Thriller,0.229124,5.5,24,98,2010
Cemetery Junction,Drama|Comedy,0.228405,6.8,42,95,2010
Aziz Ansari: Intimate Moments for a Sensual Evening,Comedy,0.228045,6.4,14,56,2010
Gekijouban Trigun: Badlands Rumble,Action|Comedy|Animation,0.227437,7.7,15,95,2010
Winnebago Man,Comedy|Documentary,0.227258,6.0,13,85,2010
ExTerminators,Comedy|Drama,0.339125,5.2,17,92,2010
NEDs,Drama,0.224505,6.5,24,124,2010
Les MisÃ©rables in Concert - The 25th Anniversary,History|Music,0.224171,7.7,13,178,2010
Life Cycles,Documentary,0.222293,8.8,27,47,2010
"Montevideo, Bog te video!",Adventure|Drama|History|Romance,0.222257,7.3,11,140,2010
The Four-Faced Liar,Comedy|Drama|Romance,0.219619,5.2,10,87,2010
I'm Still Here,Music|Comedy|Drama,0.218552,6.2,49,107,2010
An Invisible Sign,Family|Drama|Romance|Comedy,0.218279,4.9,26,96,2010
Father of Invention,Comedy|Drama,0.216759,4.9,23,93,2010
Waste Land,Documentary|Foreign,0.216503,7.8,23,90,2010
WikiRebels: The Documentary,Documentary,0.216339,7.0,12,58,2010
The Extra Man,Comedy,0.214381,5.9,18,108,2010
Cheerleader Camp,Comedy|Drama,0.213623,2.7,11,95,2010
The Final,Drama|Horror|Thriller,0.212376,6.2,37,93,2010
Mega Shark vs. Crocosaurus,Action|Horror|Science Fiction,0.211508,2.4,15,90,2010
Submarino,Drama|Foreign,0.201591,7.0,25,105,2010
Riverworld,Drama|Science Fiction|Thriller,0.210425,3.7,10,178,2010
The Romantics,Comedy|Drama|Romance,0.385851,4.8,46,95,2010
Nine Dead,Crime|Drama|Horror|Thriller,0.210231,5.2,43,98,2010
Wonders of the Solar System,Documentary,0.208862,5.1,10,60,2010
"Bo Burnham: Words, Words, Words",Comedy,0.207234,6.5,13,63,2010
Robot Chicken: Star Wars Episode III,Comedy|Science Fiction,0.241085,6.2,16,45,2010
Repeaters,Science Fiction|Thriller|Drama,0.20523,5.2,26,89,2010
Captifs,Horror|Thriller,0.204591,5.5,16,84,2010
Across the Line: The Exodus of Charlie Wright,Drama|Action|Thriller|Crime,0.203502,6.0,11,94,2010
Arctic Blast,Science Fiction,0.201727,4.4,24,92,2010
Scooby-Doo! Camp Scare,Animation|Comedy|Family,0.200531,6.9,11,72,2010
Hunt to Kill,Action|Adventure|Thriller,0.200241,5.1,18,98,2010
Bal,Drama,0.286429,5.8,15,103,2010
For Colored Girls,Drama,0.196975,7.3,14,134,2010
The Cutting Edge: Fire & Ice,Drama|Romance,0.196856,5.4,14,90,2010
Territories,Thriller|Horror,0.195641,5.9,13,95,2010
Slow Torture Puke Chamber,Horror,0.194905,2.4,11,75,2010
Oranges and Sunshine,Drama,0.187445,6.0,15,100,2010
Waiting for 'Superman',Documentary,0.184116,6.9,26,102,2010
The Trip,Comedy|Drama,0.182077,7.1,61,107,2010
The Presence,Drama|Horror|Thriller,0.217305,4.3,13,83,2010
Balada triste de trompeta,Drama|Action|Thriller|Foreign,0.181532,6.2,44,101,2010
